,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,imgName,maskName,multimaskName,label
411,411,411,11,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0012.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0012.bmp,"Dataset-new-2/Validation-400/0257/0257.jpg
",0
412,412,412,12,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0013.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0013.bmp,"Dataset-new-2/Validation-400/0298/0298.jpg
",0
413,413,413,13,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0014.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0014.bmp,"Dataset-new-2/Validation-400/0289/0289.jpg
",0
414,414,414,14,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0015.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0015.bmp,"Dataset-new-2/Validation-400/0094/0094.jpg
",0
415,415,415,15,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0016.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0016.bmp,"Dataset-new-2/Validation-400/0355/0355.jpg
",0
416,416,416,16,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0017.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0017.bmp,"Dataset-new-2/Validation-400/0103/0103.jpg
",0
417,417,417,17,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0018.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0018.bmp,"Dataset-new-2/Validation-400/0360/0360.jpg
",0
418,418,418,18,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0019.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0019.bmp,"Dataset-new-2/Validation-400/0390/0390.jpg
",0
419,419,419,19,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0020.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0020.bmp,"Dataset-new-2/Validation-400/0084/0084.jpg
",0
420,420,420,20,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0021.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0021.bmp,"Dataset-new-2/Validation-400/0310/0310.jpg
",0
421,421,421,21,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0022.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0022.bmp,"Dataset-new-2/Validation-400/0314/0314.jpg
",0
422,422,422,22,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0023.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0023.bmp,"Dataset-new-2/Validation-400/0041/0041.jpg
",0
423,423,423,23,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0024.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0024.bmp,"Dataset-new-2/Validation-400/0049/0049.jpg
",0
424,424,424,24,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0025.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0025.bmp,"Dataset-new-2/Validation-400/0102/0102.jpg
",0
425,425,425,25,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0026.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0026.bmp,"Dataset-new-2/Validation-400/0029/0029.jpg
",1
426,426,426,26,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0027.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0027.bmp,"Dataset-new-2/Validation-400/0387/0387.jpg
",0
427,427,427,27,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0028.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0028.bmp,"Dataset-new-2/Validation-400/0028/0028.jpg
",1
428,428,428,28,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0029.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0029.bmp,"Dataset-new-2/Validation-400/0171/0171.jpg
",0
429,429,429,29,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0030.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0030.bmp,"Dataset-new-2/Validation-400/0216/0216.jpg
",0
430,430,430,30,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0031.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0031.bmp,"Dataset-new-2/Validation-400/0237/0237.jpg
",0
431,431,431,31,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0032.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0032.bmp,"Dataset-new-2/Validation-400/0281/0281.jpg
",1
432,432,432,32,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0033.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0033.bmp,"Dataset-new-2/Validation-400/0085/0085.jpg
",0
433,433,433,33,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0034.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0034.bmp,"Dataset-new-2/Validation-400/0173/0173.jpg
",0
434,434,434,34,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0035.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0035.bmp,"Dataset-new-2/Validation-400/0132/0132.jpg
",0
435,435,435,35,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0036.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0036.bmp,"Dataset-new-2/Validation-400/0141/0141.jpg
",0
436,436,436,36,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0037.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0037.bmp,"Dataset-new-2/Validation-400/0399/0399.jpg
",0
437,437,437,37,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0038.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0038.bmp,"Dataset-new-2/Validation-400/0398/0398.jpg
",0
438,438,438,38,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0039.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0039.bmp,"Dataset-new-2/Validation-400/0111/0111.jpg
",0
439,439,439,39,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0040.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0040.bmp,"Dataset-new-2/Validation-400/0166/0166.jpg
",0
440,440,440,40,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0041.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0041.bmp,"Dataset-new-2/Validation-400/0316/0316.jpg
",1
441,441,441,41,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0042.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0042.bmp,"Dataset-new-2/Validation-400/0226/0226.jpg
",0
442,442,442,42,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0043.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0043.bmp,"Dataset-new-2/Validation-400/0243/0243.jpg
",0
443,443,443,43,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0044.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0044.bmp,"Dataset-new-2/Validation-400/0145/0145.jpg
",0
444,444,444,44,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0045.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0045.bmp,"Dataset-new-2/Validation-400/0361/0361.jpg
",0
445,445,445,45,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0046.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0046.bmp,"Dataset-new-2/Validation-400/0134/0134.jpg
",1
446,446,446,46,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0047.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0047.bmp,"Dataset-new-2/Validation-400/0290/0290.jpg
",0
447,447,447,47,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0048.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0048.bmp,"Dataset-new-2/Validation-400/0259/0259.jpg
",0
448,448,448,48,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0049.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0049.bmp,"Dataset-new-2/Validation-400/0120/0120.jpg
",1
449,449,449,49,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0050.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0050.bmp,"Dataset-new-2/Validation-400/0125/0125.jpg
",0
450,450,450,50,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0051.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0051.bmp,"Dataset-new-2/Validation-400/0095/0095.jpg
",0
451,451,451,51,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0052.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0052.bmp,"Dataset-new-2/Validation-400/0188/0188.jpg
",0
452,452,452,52,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0053.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0053.bmp,"Dataset-new-2/Validation-400/0133/0133.jpg
",0
453,453,453,53,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0054.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0054.bmp,"Dataset-new-2/Validation-400/0341/0341.jpg
",1
454,454,454,54,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0055.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0055.bmp,"Dataset-new-2/Validation-400/0199/0199.jpg
",0
455,455,455,55,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0056.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0056.bmp,"Dataset-new-2/Validation-400/0093/0093.jpg
",0
456,456,456,56,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0057.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0057.bmp,"Dataset-new-2/Validation-400/0304/0304.jpg
",0
457,457,457,57,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0058.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0058.bmp,"Dataset-new-2/Validation-400/0196/0196.jpg
",0
458,458,458,58,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0059.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0059.bmp,"Dataset-new-2/Validation-400/0109/0109.jpg
",0
459,459,459,59,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0060.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0060.bmp,"Dataset-new-2/Validation-400/0057/0057.jpg
",0
460,460,460,60,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0061.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0061.bmp,"Dataset-new-2/Validation-400/0380/0380.jpg
",0
461,461,461,61,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0062.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0062.bmp,"Dataset-new-2/Validation-400/0291/0291.jpg
",0
462,462,462,62,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0063.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0063.bmp,"Dataset-new-2/Validation-400/0272/0272.jpg
",0
463,463,463,63,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0064.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0064.bmp,"Dataset-new-2/Validation-400/0324/0324.jpg
",0
464,464,464,64,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0065.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0065.bmp,"Dataset-new-2/Validation-400/0011/0011.jpg
",0
465,465,465,65,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0066.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0066.bmp,"Dataset-new-2/Validation-400/0105/0105.jpg
",0
466,466,466,66,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0067.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0067.bmp,"Dataset-new-2/Validation-400/0164/0164.jpg
",0
467,467,467,67,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0068.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0068.bmp,"Dataset-new-2/Validation-400/0032/0032.jpg
",0
468,468,468,68,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0069.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0069.bmp,"Dataset-new-2/Validation-400/0062/0062.jpg
",0
469,469,469,69,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0070.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0070.bmp,"Dataset-new-2/Validation-400/0394/0394.jpg
",0
470,470,470,70,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0071.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0071.bmp,"Dataset-new-2/Validation-400/0169/0169.jpg
",0
471,471,471,71,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0072.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0072.bmp,"Dataset-new-2/Validation-400/0086/0086.jpg
",0
472,472,472,72,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0073.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0073.bmp,"Dataset-new-2/Validation-400/0292/0292.jpg
",0
473,473,473,73,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0074.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0074.bmp,"Dataset-new-2/Validation-400/0406/0406.jpg
",0
474,474,474,74,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0075.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0075.bmp,"Dataset-new-2/Validation-400/0342/0342.jpg
",1
475,475,475,75,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0076.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0076.bmp,"Dataset-new-2/Validation-400/0303/0303.jpg
",0
476,476,476,76,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0077.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0077.bmp,"Dataset-new-2/Validation-400/0017/0017.jpg
",0
477,477,477,77,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0078.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0078.bmp,"Dataset-new-2/Validation-400/0369/0369.jpg
",0
478,478,478,78,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0079.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0079.bmp,"Dataset-new-2/Validation-400/0040/0040.jpg
",0
479,479,479,79,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0080.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0080.bmp,"Dataset-new-2/Validation-400/0020/0020.jpg
",0
480,480,480,80,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0081.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0081.bmp,"Dataset-new-2/Validation-400/0339/0339.jpg
",0
481,481,481,81,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0082.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0082.bmp,"Dataset-new-2/Validation-400/0358/0358.jpg
",0
482,482,482,82,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0083.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0083.bmp,"Dataset-new-2/Validation-400/0211/0211.jpg
",0
483,483,483,83,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0084.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0084.bmp,"Dataset-new-2/Validation-400/0215/0215.jpg
",0
484,484,484,84,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0085.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0085.bmp,"Dataset-new-2/Validation-400/0113/0113.jpg
",0
485,485,485,85,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0086.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0086.bmp,"Dataset-new-2/Validation-400/0193/0193.jpg
",0
486,486,486,86,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0087.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0087.bmp,"Dataset-new-2/Validation-400/0328/0328.jpg
",0
487,487,487,87,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0088.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0088.bmp,"Dataset-new-2/Validation-400/0059/0059.jpg
",0
488,488,488,88,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0089.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0089.bmp,"Dataset-new-2/Validation-400/0036/0036.jpg
",0
489,489,489,89,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0090.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0090.bmp,"Dataset-new-2/Validation-400/0308/0308.jpg
",0
490,490,490,90,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0091.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0091.bmp,"Dataset-new-2/Validation-400/0244/0244.jpg
",0
491,491,491,91,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0092.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0092.bmp,"Dataset-new-2/Validation-400/0274/0274.jpg
",0
492,492,492,92,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0093.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0093.bmp,"Dataset-new-2/Validation-400/0407/0407.jpg
",0
493,493,493,93,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0094.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0094.bmp,"Dataset-new-2/Validation-400/0275/0275.jpg
",0
494,494,494,94,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0095.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0095.bmp,"Dataset-new-2/Validation-400/0201/0201.jpg
",1
495,495,495,95,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0096.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0096.bmp,"Dataset-new-2/Validation-400/0077/0077.jpg
",0
496,496,496,96,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0097.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0097.bmp,"Dataset-new-2/Validation-400/0214/0214.jpg
",0
497,497,497,97,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0098.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0098.bmp,"Dataset-new-2/Validation-400/0158/0158.jpg
",1
498,498,498,98,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0099.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0099.bmp,"Dataset-new-2/Validation-400/0344/0344.jpg
",0
499,499,499,99,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0100.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0100.bmp,"Dataset-new-2/Validation-400/0184/0184.jpg
",1
500,500,500,100,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0101.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0101.bmp,"Dataset-new-2/Validation-400/0181/0181.jpg
",0
501,501,501,101,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0102.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0102.bmp,"Dataset-new-2/Validation-400/0362/0362.jpg
",0
502,502,502,102,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0103.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0103.bmp,"Dataset-new-2/Validation-400/0154/0154.jpg
",0
503,503,503,103,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0104.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0104.bmp,"Dataset-new-2/Validation-400/0309/0309.jpg
",0
504,504,504,104,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0105.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0105.bmp,"Dataset-new-2/Validation-400/0306/0306.jpg
",0
505,505,505,105,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0106.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0106.bmp,"Dataset-new-2/Validation-400/0189/0189.jpg
",0
506,506,506,106,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0107.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0107.bmp,"Dataset-new-2/Validation-400/0039/0039.jpg
",0
507,507,507,107,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0108.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0108.bmp,"Dataset-new-2/Validation-400/0333/0333.jpg
",0
508,508,508,108,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0109.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0109.bmp,"Dataset-new-2/Validation-400/0392/0392.jpg
",0
509,509,509,109,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0110.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0110.bmp,"Dataset-new-2/Validation-400/0194/0194.jpg
",0
510,510,510,110,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0111.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0111.bmp,"Dataset-new-2/Validation-400/0114/0114.jpg
",0
511,511,511,111,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0112.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0112.bmp,"Dataset-new-2/Validation-400/0302/0302.jpg
",0
512,512,512,112,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0113.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0113.bmp,"Dataset-new-2/Validation-400/0307/0307.jpg
",0
513,513,513,113,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0114.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0114.bmp,"Dataset-new-2/Validation-400/0089/0089.jpg
",0
514,514,514,114,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0115.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0115.bmp,"Dataset-new-2/Validation-400/0068/0068.jpg
",0
515,515,515,115,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0116.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0116.bmp,"Dataset-new-2/Validation-400/0160/0160.jpg
",0
516,516,516,116,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0117.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0117.bmp,"Dataset-new-2/Validation-400/0046/0046.jpg
",0
517,517,517,117,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0118.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0118.bmp,"Dataset-new-2/Validation-400/0395/0395.jpg
",0
518,518,518,118,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0119.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0119.bmp,"Dataset-new-2/Validation-400/0205/0205.jpg
",0
519,519,519,119,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0120.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0120.bmp,"Dataset-new-2/Validation-400/0391/0391.jpg
",0
520,520,520,120,,REFUGE/REFUGE-Validation400/REFUGE-Validation400/V0121.jpg,REFUGE/REFUGE-Validation400-GT/Disc_Cup_Masks/V0121.bmp,"Dataset-new-2/Validation-400/0078/0078.jpg
",0
